district,shift_year,total_years,confidence,pre_shift_props,post_shift_props
1009032,1996,44,high,"{'Type 0': 0.1288888888888889, 'Type 1': 0.0, 'Type 2': 0.09333333333333332, 'Type 3': 0.42111111111111116, 'Type 4': 0.035555555555555556, 'Type 5': 0.28777777777777774, 'Type 6': 0.03333333333333333}","{'Type 0': 0.36149425287356324, 'Type 1': 0.011494252873563218, 'Type 2': 0.16330049261083743, 'Type 3': 0.11986863711001643, 'Type 4': 0.08431855500821019, 'Type 5': 0.25952380952380955, 'Type 6': 0.0}"
