district,event_index,Type 0,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6
1009006,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,82,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,86,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,87,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,91,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,93,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009006,94,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,95,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,98,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,99,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009006,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,101,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009006,102,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,103,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009006,104,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,105,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009006,106,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,107,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,108,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009006,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,110,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,111,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,112,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,113,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009006,115,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,116,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,117,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,118,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009006,119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,120,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,121,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,123,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009006,124,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,125,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009006,126,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,127,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,128,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009006,129,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,130,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009006,131,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009006,132,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,133,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009006,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,33,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,39,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,43,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,45,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,46,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,48,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,52,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,55,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,58,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,60,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,61,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,63,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1009007,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,73,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,76,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,77,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,81,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,82,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,83,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,86,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,87,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,90,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,92,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,93,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,94,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009007,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,97,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,98,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
